,Username,Date,Likes,Content,retweets,replies,id,url,place,hashtags,media,keyword,Tweet,coords
194,Pavan529,2022-09-01 03:13:03+00:00,7.0,,2.0,0.0,1.5651758758295675e+18,https://twitter.com/Pavan529/status/1565175875829567488,Visakhapatnam North,"['MyJANASENA_MyContribution', 'నా_సేన_కోసం_నా_వంతు']","[Photo(previewUrl='https://pbs.twimg.com/media/FbifKg4UEAITMv4?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FbifKg4UEAITMv4?format=jpg&name=large')]",keyword,"Today's contribution 500/- done
Advanced bday wishes Janasenani @PawanKalyan garu 🙂
#MyJANASENA_MyContribution 
#నా_సేన_కోసం_నా_వంతు https://t.co/e5Ui4ZzCal https://t.co/tX9ObZgBoI","17.686815,83.218483"
195,Mohan_JSP,2022-08-31 14:30:25+00:00,17.0,,6.0,0.0,1.5649839538611978e+18,https://twitter.com/Mohan_JSP/status/1564983953861197824,Visakhapatnam North,"['నా_సేన_కోసం_నా_వంతు', 'MyJANASENA_MyContribution']","[Photo(previewUrl='https://pbs.twimg.com/media/Fbfwm9lUUAEp6pG?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fbfwm9lUUAEp6pG?format=jpg&name=large')]",keyword,"విషయాన్ని సూటిగా అర్థమయ్యేలా చెప్పగల సామర్థ్యం ఉన్న కళ్యాణ్ దిలీప్ సుంకర గారు తన ఛానల్ ద్వారా @JanaSenaParty కి @PawanKalyan గారికి  #నా_సేన_కోసం_నా_వంతు సాయం మనమే ఎలా చెయ్యాలి? అలాగే తను ఏం చేస్తారో..
https://t.co/5b5y8F5smf 

#MyJANASENA_MyContribution ఒక ప్రజా ఉద్యమం.. https://t.co/cqNZXY34ff","17.686815,83.218483"
196,NaiduuRameshh,2022-08-31 14:17:12+00:00,3.0,,2.0,0.0,1.5649806308189962e+18,https://twitter.com/NaiduuRameshh/status/1564980630818996225,Visakhapatnam North,"['JanasenaCrowdFunding', 'MyJANASENA_MyContribution']","[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1564980518747131905/pu/img/rsoVaam3nONoZsFT.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1564980518747131905/pu/pl/W_fVYpTtNgSQn1KI.m3u8?tag=12&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1564980518747131905/pu/vid/320x568/g9xDUM18lis5aVS8.mp4?tag=12', bitrate=632000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1564980518747131905/pu/vid/480x852/mHodx5GRWiW7cgat.mp4?tag=12', bitrate=950000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1564980518747131905/pu/vid/720x1278/4j5w0-3MfOEz_ud0.mp4?tag=12', bitrate=2176000)], duration=39.042, views=24)]",keyword,"""నా సేన కోసం... నా వంతు""

నా వంతు ఉడుతా భక్తి సాయం...🐿️

ఆ గణనాథుని ఆశీస్సులతో రాబోయే రోజుల్లో @PawanKalyan అన్నయ్యతో అభిమానంలోనే కాదు ప్రజాసేవలో కూడా నీ వెంట నడిచే కొన్ని కోట్ల అడుగుల్లో నేనుసైతం...🙏

@JanaSenaParty ❤️🔥✊
#JanasenaCrowdFunding
#MyJANASENA_MyContribution https://t.co/ePJP9QIDea","17.686815,83.218483"
197,coolram3344,2022-08-31 13:49:12+00:00,3.0,,2.0,0.0,1.5649735839519908e+18,https://twitter.com/coolram3344/status/1564973583951990785,Visakhapatnam North,['MyJANASENA_MyContribution'],"[Photo(previewUrl='https://pbs.twimg.com/media/FbfnK2MUUAEZSfh?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FbfnK2MUUAEZSfh?format=jpg&name=large')]",keyword,"#MyJANASENA_MyContribution ✊
నా సేన కోసం నా వంతు ✊ @PawanKalyan 
@JanaSenaParty https://t.co/xMITD3FL8K","17.686815,83.218483"
198,Pavan529,2022-08-31 04:53:15+00:00,8.0,,3.0,0.0,1.5648387074204877e+18,https://twitter.com/Pavan529/status/1564838707420487680,Visakhapatnam North,"['MyJANASENA_MyContribution', 'నా_సేన_కోసం_నా_వంతు']","[Photo(previewUrl='https://pbs.twimg.com/media/FbdsguCUIAAmwou?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FbdsguCUIAAmwou?format=jpg&name=large')]",keyword,"Today's contribution 200/- done
#MyJANASENA_MyContribution 
#నా_సేన_కోసం_నా_వంతు https://t.co/kvcWoV03TJ https://t.co/565aKTH88D","17.686815,83.218483"
199,coolram3344,2022-08-30 13:58:03+00:00,0.0,,0.0,0.0,1.5646134236565012e+18,https://twitter.com/coolram3344/status/1564613423656501272,Visakhapatnam North,['MyJANASENA_MyContribution'],"[Photo(previewUrl='https://pbs.twimg.com/media/Fbafm-6aMBInvTF?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fbafm-6aMBInvTF?format=jpg&name=large')]",keyword,"#MyJANASENA_MyContribution ✊
నా సేన కోసం నా వంతు ✊ @PawanKalyan 
@JanaSenaParty https://t.co/p6LSnEycci","17.686815,83.218483"
200,ursDT444,2022-08-30 11:06:47+00:00,1.0,,0.0,0.0,1.5645703215583437e+18,https://twitter.com/ursDT444/status/1564570321558343680,Visakhapatnam North,['MyJANASENA_MyContribution'],"[Photo(previewUrl='https://pbs.twimg.com/media/FbZ4aBjaMAI2LTR?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FbZ4aBjaMAI2LTR?format=jpg&name=large')]",keyword,"నా వంతు ఈ చిన్న విరాళం🙏
#MyJANASENA_MyContribution
@JanaSenaParty https://t.co/sPuVN2Ccmv","17.686815,83.218483"
201,Pavan529,2022-08-30 03:19:03+00:00,12.0,,3.0,1.0,1.5644526121491046e+18,https://twitter.com/Pavan529/status/1564452612149104640,Visakhapatnam North,"['MyJANASENA_MyContribution', 'నా_సేన_కోసం_నా_వంతు']","[Photo(previewUrl='https://pbs.twimg.com/media/FbYNXA4UcAAWV4O?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FbYNXA4UcAAWV4O?format=jpg&name=large')]",keyword,"Today's contribution 100/- done
#MyJANASENA_MyContribution 
#నా_సేన_కోసం_నా_వంతు https://t.co/B0U2px556Q https://t.co/ReLIesbjRo","17.686815,83.218483"
202,Mohan_JSP,2022-08-30 02:18:46+00:00,2.0,,0.0,0.0,1.5644374431173263e+18,https://twitter.com/Mohan_JSP/status/1564437443117326338,Visakhapatnam North,['MyJANASENA_MyContribution'],"[Photo(previewUrl='https://pbs.twimg.com/media/FbX_jsGacAEb7iH?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FbX_jsGacAEb7iH?format=jpg&name=large')]",keyword,"""నా సేన కోసం... నా వంతు"" - ప్రజలకు అండగా ఉండే జనసేన కోసం..
#MyJANASENA_MyContribution https://t.co/X5nKMEj1SK","17.686815,83.218483"
203,PAWANKA73970500,2022-09-04 05:50:34+00:00,8.0,,4.0,0.0,1.5663026827717878e+18,https://twitter.com/PAWANKA73970500/status/1566302682771787776,Visakhapatnam West,['MyJANASENA_MyContribution'],"[Photo(previewUrl='https://pbs.twimg.com/media/Fbyf7lmWQAAwENj?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fbyf7lmWQAAwENj?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/Fbyf7vlXkAAb995?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fbyf7vlXkAAb995?format=jpg&name=large')]",keyword,"""నా సేన కోసం నా వంతు"" కార్యక్రమంలో భాగంగా జనసేన పార్టీకి హ్యూస్టన్ నుండి 25,00,000 (25 లక్షల రూపాయలు) విరాళం అందించిన ఎన్ఆర్ఐ సాయి రాజ్ కొత్తమాసు గారు...🙏
@JanaSenaParty @PawanKalyan 
@NagaBabuOffl @Janasena_NRI 

#MyJANASENA_MyContribution https://t.co/3RFbf0ebFO","17.686815,83.218483"
204,karun1504,2022-09-02 17:14:58+00:00,5.0,,0.0,0.0,1.5657501395237233e+18,https://twitter.com/karun1504/status/1565750139523723264,Visakhapatnam West,"['MyJANASENA_MyContribution', 'HBDJanaSenaniPawanKalyan']","[Photo(previewUrl='https://pbs.twimg.com/media/FbqpczKUEAAceOp?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FbqpczKUEAAceOp?format=jpg&name=large')]",keyword,"@PawanKalyan గారి పుట్టిన రోజు సందర్భంగా  భావితరాల భవిష్యత్ కోసం తలపెట్టిన నా సేన కోసం నా వంతు అనే కార్యక్రమంలో భాగంగా @JanaSenaParty కి నా వంతు బాధ్యతగా చిన్న విరాళం 

#MyJANASENA_MyContribution 
#HBDJanaSenaniPawanKalyan https://t.co/BchmdmTygY","17.686815,83.218483"
205,Jagadeshtej,2022-09-02 16:28:49+00:00,11.0,,6.0,0.0,1.5657385277064028e+18,https://twitter.com/Jagadeshtej/status/1565738527706402818,Visakhapatnam West,"['MyJANASENA_MyContribution', 'నా_సేన_కోసం_నా_వంతు', 'HBDJanaSenaniPawanKalyan']","[Photo(previewUrl='https://pbs.twimg.com/media/Fbqe4k9UsAAwGt2?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fbqe4k9UsAAwGt2?format=jpg&name=large')]",keyword,"A small contribution from my side!

 @PawanKalyan @TrendPSPK 

#MyJANASENA_MyContribution #నా_సేన_కోసం_నా_వంతు

#HBDJanaSenaniPawanKalyan https://t.co/dfQu07DXOk","17.686815,83.218483"
206,pattimaraju,2022-09-02 16:24:40+00:00,56.0,,23.0,1.0,1.5657374846504346e+18,https://twitter.com/pattimaraju/status/1565737484650434560,Visakhapatnam West,"['నా_సేన_కోసం_నా_వంతు', 'HBDJanaSenaniPawanKalyan', 'MyJANASENA_MyContribution']","[Photo(previewUrl='https://pbs.twimg.com/media/Fbqd74kUsAEVHfa?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fbqd74kUsAEVHfa?format=jpg&name=large')]",keyword,"@JanaSenaParty అధినేత శ్రీ @PawanKalyan గారి జన్మదిన వేడుకలలో భాగంగా #నా_సేన_కోసం_నా_వంతు కార్యక్రమంలో నా వంతు బాధ్యతగా

#HBDJanaSenaniPawanKalyan
#MyJANASENA_MyContribution https://t.co/FmXNeLM6pA","17.686815,83.218483"
207,coolram3344,2022-09-02 10:27:55+00:00,4.0,,2.0,0.0,1.565647704331817e+18,https://twitter.com/coolram3344/status/1565647704331816960,Visakhapatnam West,"['HappyBirthdayPawanKalyan', 'MyJANASENA_MyContribution']","[Photo(previewUrl='https://pbs.twimg.com/media/FbpMSKlacAAun6d?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FbpMSKlacAAun6d?format=jpg&name=large')]",keyword,"#HappyBirthdayPawanKalyan
#MyJANASENA_MyContribution 
@PawanKalyan @JanaSenaParty https://t.co/vu5o2rG5nL","17.686815,83.218483"
208,Veeru23mayee,2022-09-02 09:04:44+00:00,101.0,,53.0,5.0,1.565626767737385e+18,https://twitter.com/Veeru23mayee/status/1565626767737384960,Visakhapatnam West,['MyJanaSena_MyContribution'],"[Photo(previewUrl='https://pbs.twimg.com/media/Fbo5Pd7UUAADm36?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fbo5Pd7UUAADm36?format=jpg&name=large')]",keyword,"2014 లో పార్టీ పెట్టిన అప్పటి నుంచి మన నుంచి ఎప్పుడు డొనేషన్ చేయండి అని అడిగింది లేదు, మొదటి సారి ఆఫీసియల్ గా మన పార్టీ అడుగుతున్నారు, మన అమ్మ లాంటి మన పార్టీ కి నా ఈ చిరు సహాయం అన్నయ్య @PawanKalyan,
మాట ఇస్తున్న దీని కన్న డబల్ కష్టపడతాను 1/2
#MyJanaSena_MyContribution https://t.co/l54yhcCmKJ https://t.co/3ZBseGuUG7","17.686815,83.218483"
209,YSatyanadh,2022-09-02 08:46:39+00:00,8.0,,3.0,0.0,1.5656222199294484e+18,https://twitter.com/YSatyanadh/status/1565622219929448448,Visakhapatnam West,['MyJanaSena_MyContribution'],"[Photo(previewUrl='https://pbs.twimg.com/media/Fbo1GVWUsAA2_jX?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fbo1GVWUsAA2_jX?format=jpg&name=large')]",keyword,"@JanaSenaParty @PawanKalyan Donate for jsp

#MyJanaSena_MyContribution https://t.co/zPDywWUdsG","17.686815,83.218483"
210,PAWANKA73970500,2022-09-02 08:26:23+00:00,1.0,,1.0,0.0,1.565617118397481e+18,https://twitter.com/PAWANKA73970500/status/1565617118397480960,Visakhapatnam West,['MyJanaSena_MyContribution'],"[Photo(previewUrl='https://pbs.twimg.com/media/FboweI4aQAAhlzm?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FboweI4aQAAhlzm?format=jpg&name=large')]",keyword,"""నా సేన కోసం నా వంతు""

ప్రజల పక్షాన నిరంతరం పోరాడే @JanaSenaParty అధినేత శ్రీ @PawanKalyan గారి పోరాటానికి అండగా నిలబడేందుకు, పార్టీలో భాగస్వాములు అయ్యేందుకు విరాళాలు అందిద్దాం. మరింత బలంగా వ్యవస్థ మార్పు కోసం పోరాడుదాం.

#MyJanaSena_MyContribution https://t.co/ZCbTbrx2Js","17.686815,83.218483"
211,karthikgol,2022-09-02 07:36:24+00:00,17.0,,14.0,0.0,1.5656045403005256e+18,https://twitter.com/karthikgol/status/1565604540300525573,Visakhapatnam West,"['HBDJanasenaniPawanKalyan', 'MyJANASENA_MyContribution']","[Photo(previewUrl='https://pbs.twimg.com/media/FbolB-baQAEaEby?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FbolB-baQAEaEby?format=jpg&name=large')]",keyword,"#HBDJanasenaniPawanKalyan
#MyJANASENA_MyContribution 
Many happy returns of the day to my hero and inspiration. https://t.co/tQ8sdvov0U","17.686815,83.218483"
212,SagarPspk_7,2022-09-02 07:09:27+00:00,241.0,,122.0,7.0,1.56559775934831e+18,https://twitter.com/SagarPspk_7/status/1565597759348310016,Visakhapatnam West,"['MyJANASENA_MyContribution', 'HBDJanaSenaniPawanKalyan', 'నా_సేన_కోసం_నా_వంతు']","[Photo(previewUrl='https://pbs.twimg.com/media/Fboe3XaVsAE06BO?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fboe3XaVsAE06BO?format=jpg&name=large')]",keyword,"""నా సేన కోసం...  మా టీమ్ వంతు”

You’re my constant emotion 

Happy Bday @PawanKalyan Anna❤️ MORE POWER TO YOU 💥

@JanaSenaParty 

#MyJANASENA_MyContribution 
#HBDJanaSenaniPawanKalyan
#నా_సేన_కోసం_నా_వంతు https://t.co/5x0Mc7mzuN","17.686815,83.218483"
213,YSatyanadh,2022-09-02 06:45:35+00:00,5.0,,1.0,0.0,1.5655917533146972e+18,https://twitter.com/YSatyanadh/status/1565591753314697216,Visakhapatnam West,['MyJANASENA_MyContribution'],"[Photo(previewUrl='https://pbs.twimg.com/media/FboZZrOUEAAXOwJ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FboZZrOUEAAXOwJ?format=jpg&name=large')]",keyword,"Donate to jsp as much as you can 🙏🙏👍✊

#MyJANASENA_MyContribution https://t.co/rgsRcfP2JP","17.686815,83.218483"
214,RaviCherrypspk1,2022-09-02 06:43:42+00:00,5.0,,1.0,0.0,1.565591278774915e+18,https://twitter.com/RaviCherrypspk1/status/1565591278774915072,Visakhapatnam West,"['HBDJanaSenaniPawanKalyan', 'MyJANASENA_MyContribution']","[Photo(previewUrl='https://pbs.twimg.com/media/FboY8p1akAE3vP7?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FboY8p1akAE3vP7?format=jpg&name=large')]",keyword,"For my side a small contribution to my party @JanaSenaParty
#HBDJanaSenaniPawanKalyan
#MyJANASENA_MyContribution https://t.co/42mRN4787h","17.686815,83.218483"
